gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,rationale,gap_notes,model,timestamp
GEB.9.7,Zweckentfremdung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.1.3,Redundante Klimatisierung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.2,Brandschutz,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.2.1,Baulicher Brandschutz,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.2.3,Rauchdichtheit,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.2.4,Brandwiderstandsklassen,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.2.5,Vermeidung von Brandlasten,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.2.7,Brandunterdrückung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.2.8,Brandschutzprüfung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.3,Wasserschutz,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.3.1,Doppelter baulicher Wasserschutz,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.3.2,Leckagesensor,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.4.1,Niederohmigkeit,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
GEB.10.5,Ableitfähiger Fußbodenbelag,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.1.1,Verfahren und Regelungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.1.1.2,Zuweisung der Aufgaben,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.1.1.3,Bekanntgabe,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.1.5,Verschlüsselung von Konfigurationsgeheimnissen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.2.1.1,Versionierung der Systemkonfiguration,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.2.2,Kryptographische Verfahren in IT-Systemen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.2.4.1,Nicht benötigte Zertifikate,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.2.4.2,Externe Cloud-Anbindungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.2.5,Überprüfung der Konfiguration,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.2.5.1,Automatische Konfigurationsverwaltung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.2.6,Souveräne Werkzeuge,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.2.7,Alternative Administrationszugänge,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.3.1,Kryptographischer Hardwarespeicher,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.3.4,Physischer Diebstahlschutz,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.3.5,Standortbestimmung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.3.6,Fernlöschung oder -sperre,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.3.6.1,Automatische Fernlöschung oder -sperre,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.3.7,Einschränkung angeschlossener Peripherie,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.3.8,Einschränkung von Wechselmedien,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.4.1.1,Weiterleitung von Anmeldeinformationen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.4.2,DNS-Anbindung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.4.2.1,DNS-Verschlüsselung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.5.1.1,Authentifizierung an der Firmware,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.5.1.2,Pre-Boot-Authentifizierung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.5.2,Keine Mehrfachanmeldung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.6.1.1,Datenkapselung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.6.1.3,Isolierte Arbeitsumgebungen,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.6.2,Gemeinsam genutzte Verzeichnisse,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.6.3,Kiosk-Modus,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.6.4,Privilegierte Systemfunktionen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.6.5,Dynamische Zugriffskontrolle im System,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.6.6,Getrennte Datenhaltung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.6.6.1,Mandantenfähigkeit,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.6.10,Auflistung von Verzeichnisinhalten,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.6.12,Konferenzmoderation,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.6.13,Dynamische Zugriffskontrolle in der Anwendung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.6.15,Virtualisierte Browser-Umgebung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.7.1,Echtzeitscanner,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.7.2,Regelmäßige Scans,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.7.4,Angriffserkennung anhand von Netzverkehr,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.7.7,Regelmäßiger Funktionstest,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.7.9,Einschränkung der Installation,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.7.10,Einschränkung der Ausführung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.7.11,Einschränkung von Softwarebibliotheken,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.7.12,Einschränkung von Skripten,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.7.13,Einschränkung von Systemaufrufen,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.7.14,Code-Signierung im Betriebssystemkern,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.7.16,Anti-Exploit,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.7.16.1,Anti-Exploit für den Arbeitsspeicher,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.9.1,Speicherplatzbegrenzung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.9.2,Begrenzung der Rechenleistung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.9.3,Alternative Komponenten für kritische Funktionen,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.10.1,Grundkonfiguration für Anwendungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.10.1.1,Versionierung der Anwendungskonfiguration,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.10.2,Kryptographische Verfahren in Anwendungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.10.5,Überprüfung der Konfiguration,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.10.5.1,Automatisierte Überprüfung der Konfiguration,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.11.1.1,Authentifizierung von geplanten Konversationen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.11.2,Warteraum,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.11.4,Veröffentlichung von Domain-Infomationen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.11.5,Erraten von Zugriffslinks,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.11.6,Einschränkung unauthentifizierter Anschlüsse,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.11.7,Übersicht angemeldeter Verbindungen,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.11.8.2,Einschränkung von TK-Verbindungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.11.9,Verschlüsselung schützenswerter Daten (at-rest),erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.1.2,Content Security Policy (CSP),normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.1.3,Same-Origin-Policy,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.1.4,Subresource Integrity-Prüfung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.1.5,HTTP Strict Transport Security (HSTS),normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.1.6,JavaScript,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.1.8,Duplikate im Verzeichnisbaum,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.1.9,Journaling,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.1.10,HTTP-Response-Header,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.1.11,Aktive Dateiinhalte,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.2,Verschlüsselungsstatus der aktuellen Verbindung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.3,Cookies,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.5,Auto-Vervollständigung von Daten,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.6,Browser-Historie,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.8,Teilnahme per Default ohne Bild und Ton,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.9,Information über Aufzeichnung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.10,Cookie-Attribute,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.11,Anonyme oder Pseudonyme Kommunikation,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.13,Sendebericht,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.12.14,DNS-Falschinformationen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.1,Filtern schädlicher Nachrichten,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.2,Authentizität von Nachrichten,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.2.1,Verifikation der Sendeberechtigung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.2.2,Verifikation der Serversignatur,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.3,Kryptographische Signatur des Mailservers,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.4,Kryptographische Signatur durch Nutzende,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.5,Publikation der Sendeberechtigung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.5.1,Strenge Senderpolicy,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.6,Publikation der Serversignatur,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.7,TLS-Reports,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.8,DMARC-Reports,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.9,Publikation der DMARC-Richtlinie,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.10,Authentifizierung der Server-Zertifikate über DNS,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.13.11,MTA-STS,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.14.2,Source Port Randomisierung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.14.3,Iterative Beantwortung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.14.4,Caching,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.14.5,Zeitüberschreitung von Netzverbindungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.15.1,Begrenzung des Speicherplatzes,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
KONF.15.2,Begrenzung der Rechenleistung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.1.1,Verfahren und Regelungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.1.1.2,Zuweisung der Aufgaben,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.1.1.3,Bekanntgabe,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.1.1.4,Business Continuity Management System,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.2.1,Verfahren und Regelungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.2.1.1,Rollen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.2.1.2,Alarmierung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.2.1.3,Stabsraum,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.2.1.4,Stabsübung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.3.1,Wiederanlaufplan,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.3.2,Geschäftsfortführungsplan,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.3.3,Sensibilisierung zum Vorgehen im Notfall,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.3.4,Funktionstest,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.3.5,Ausweich-Telekommunikation,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.3.6,Sicherheitsmechanismen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.4.3,Sicherung der Anwendung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.4.4,Automatische Datensicherung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.4.5.1,Zum Archiv gehörende Assets,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.4.7,Versionierte Datensicherung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.4.9,Speichermedien,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.4.10,Getrennte Aufbewahrung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.4.12,Georedundanz,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
NOT.4.14,Offline-Kopie,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
PERF.1.1,Verfahren und Regelungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.1.1.1,Auswertung der Gefährdungslage,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.1.1.2,Auswertung des Umsetzungsplans,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.1.1.3,Auswertung von Auditergebnissen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.2.1,Überwachung der Einhaltung von Verpflichtungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.3.1,Aufbau und Pflege eines Auditprogramms,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.3.1.4,Umfang von Audits,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.4.1.2,Kommunikation an Stakeholder,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.5.1.1,Ergebnisse von Folgemaßnahmen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.5.1.2,Geänderte Rahmenbedingungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.5.1.7,Status des Realisierungsplans,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.5.1.9,Maßnahmenvorschläge,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.6.1,Sicherheitsvorfälle,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.6.1.2,Schwachstellen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.6.1.3,Bedrohungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERF.7.1,Aktualität der Anforderungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.1.1,Verfahren und Regelungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.1.1.1,Dokumentation,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.1.1.2,Zuweisung der Aufgaben,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.1.1.3,Bekanntgabe,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.1.2,Regelmäßige Überprüfung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.2.1,Aufgaben,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.2.2,Rollen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.2.3.1,Rollentrennung - Verzeichnisdienst,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.2.3.2,Rollentrennung - Virtualisierung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.2.3.3,Rollentrennung - Audits,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.2.3.4,Rollentrennung - Änderungen und Tests,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.2.4,Zuständigkeiten,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.3.1,Dienst- oder Arbeitsvertrag,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.3.2,Verfahrensanweisungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.3.3,Betriebs- und Geschäftsgeheimnisse,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.3.4,Stellenbeschreibungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.3.5,Prüfung der Bewerbungsunterlagen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.3.6.1,Sicherheitsüberprüfung (intern),erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.4.1,Qualifikationsbedarf,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.4.2,Rollenspezifische Schulungen und Sensibilisierungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.4.2.1,Produktspezifische Schulungen und Sensibilisierungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.5.1,Maßregelung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.5.2,Innentäter,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.5.3,Vertrauens-Check sicherheitskritischer Rollen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.6.1.1,Entzug von Berechtigungen gemäß BER,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
PERS.6.1.2,Neubesetzung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
REA.1.1.1,Dokumentation,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
REA.1.1.2,Zuweisung der Aufgaben,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
REA.2.2,Automatische Erstreaktion,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
REA.2.5.3,Forensik-Dienstleister,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
REA.2.6.2,Kommunikation bei Vorfällen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
REA.2.6.4,Service Level,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
RISK.1.1,Methodik für das Risikomanagement,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
RISK.1.3,Risikoeigentümer,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
RISK.1.5,Freigabe des Risikomanagements,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
RISK.1.10,Freigabe der Umsetzungsplanung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:43
SENS.1.1.1,Dokumentation,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
SENS.1.1.2,Zuweisung der Aufgaben,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
SENS.1.1.3,Bekanntgabe,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
SENS.1.2,Erfolgsmessung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
SENS.2.1,Schutzziele,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
SENS.2.2,Meldewege,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
SENS.2.4,Nutzung unautorisierter Assets,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
SENS.2.5,Zuständigkeitsbereiche,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
SENS.2.6,Umgehung von Sicherheitsfunktionen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T13:36:44
